position,alpha,sample_idx,correct,n_steps,predicted_word,expected_word
5,5,34,1,5,zumpus,zumpus
5,10,34,1,5,zumpus,zumpus
5,20,34,1,5,zumpus,zumpus
5,40,34,1,5,zumpus,zumpus
0,0,35,1,4,scrompus,scrompus
1,5,35,1,4,scrompus,scrompus
1,10,35,1,4,scrompus,scrompus
1,20,35,1,4,scrompus,scrompus
1,40,35,1,4,scrompus,scrompus
2,5,35,1,4,scrompus,scrompus
2,10,35,1,4,scrompus,scrompus
2,20,35,1,4,scrompus,scrompus
2,40,35,1,4,scrompus,scrompus
3,5,35,1,4,scrompus,scrompus
3,10,35,1,4,scrompus,scrompus
3,20,35,1,4,scrompus,scrompus
3,40,35,1,4,scrompus,scrompus
4,5,35,1,4,scrompus,scrompus
4,10,35,1,4,scrompus,scrompus
4,20,35,1,4,scrompus,scrompus
4,40,35,1,4,scrompus,scrompus
5,5,35,1,4,scrompus,scrompus
5,10,35,1,4,scrompus,scrompus
5,20,35,1,4,scrompus,scrompus
5,40,35,1,4,scrompus,scrompus
0,0,36,1,3,yimpus,yimpus
1,5,36,1,3,yimpus,yimpus
1,10,36,1,3,yimpus,yimpus
1,20,36,1,3,yimpus,yimpus
1,40,36,1,3,yimpus,yimpus
2,5,36,1,3,yimpus,yimpus
2,10,36,1,3,yimpus,yimpus
2,20,36,1,3,yimpus,yimpus
2,40,36,1,3,yimpus,yimpus
3,5,36,1,3,yimpus,yimpus
3,10,36,1,3,yimpus,yimpus
3,20,36,1,3,yimpus,yimpus
3,40,36,1,3,yimpus,yimpus
4,5,36,1,3,yimpus,yimpus
4,10,36,1,3,yimpus,yimpus
4,20,36,1,3,yimpus,yimpus
4,40,36,1,3,yimpus,yimpus
5,5,36,1,3,yimpus,yimpus
5,10,36,1,3,yimpus,yimpus
5,20,36,1,3,yimpus,yimpus
5,40,36,1,3,yimpus,yimpus
0,0,37,1,3,bompus,bompus
1,5,37,1,3,bompus,bompus
1,10,37,1,3,bompus,bompus
1,20,37,1,3,bompus,bompus
1,40,37,1,3,bompus,bompus
2,5,37,1,3,bompus,bompus
2,10,37,1,3,bompus,bompus
2,20,37,1,3,bompus,bompus
2,40,37,1,3,bompus,bompus
3,5,37,1,3,bompus,bompus
3,10,37,1,3,bompus,bompus
3,20,37,1,3,bompus,bompus
3,40,37,1,3,bompus,bompus
4,5,37,1,3,bompus,bompus
4,10,37,1,3,bompus,bompus
4,20,37,1,3,bompus,bompus
4,40,37,1,3,bompus,bompus
5,5,37,1,3,bompus,bompus
5,10,37,1,3,bompus,bompus
5,20,37,1,3,bompus,bompus
5,40,37,1,3,bompus,bompus
0,0,38,1,4,yimpus,yimpus
1,5,38,1,4,yimpus,yimpus
1,10,38,1,4,yimpus,yimpus
1,20,38,1,4,yimpus,yimpus
1,40,38,1,4,yimpus,yimpus
2,5,38,1,4,yimpus,yimpus
2,10,38,1,4,yimpus,yimpus
2,20,38,1,4,yimpus,yimpus
2,40,38,1,4,yimpus,yimpus
3,5,38,1,4,yimpus,yimpus
3,10,38,1,4,yimpus,yimpus
3,20,38,1,4,yimpus,yimpus
3,40,38,1,4,yimpus,yimpus
4,5,38,1,4,yimpus,yimpus
4,10,38,1,4,yimpus,yimpus
4,20,38,1,4,yimpus,yimpus
4,40,38,1,4,yimpus,yimpus
5,5,38,1,4,yimpus,yimpus
5,10,38,1,4,yimpus,yimpus
5,20,38,1,4,yimpus,yimpus
5,40,38,1,4,yimpus,yimpus
0,0,39,1,4,rempus,rempus
1,5,39,1,4,rempus,rempus
1,10,39,1,4,rempus,rempus
1,20,39,1,4,rempus,rempus
1,40,39,1,4,rempus,rempus
2,5,39,1,4,rempus,rempus
2,10,39,1,4,rempus,rempus
2,20,39,1,4,rempus,rempus
2,40,39,1,4,rempus,rempus
3,5,39,1,4,rempus,rempus
3,10,39,1,4,rempus,rempus
3,20,39,1,4,rempus,rempus
3,40,39,1,4,rempus,rempus
4,5,39,1,4,rempus,rempus
4,10,39,1,4,rempus,rempus
4,20,39,1,4,rempus,rempus
4,40,39,1,4,rempus,rempus
5,5,39,1,4,rempus,rempus
5,10,39,1,4,rempus,rempus
5,20,39,1,4,rempus,rempus
5,40,39,1,4,rempus,rempus
0,0,40,0,4,zhorpus,grimpus
1,5,40,0,4,zhorpus,grimpus
1,10,40,0,4,zhorpus,grimpus
1,20,40,0,4,zhorpus,grimpus
1,40,40,0,4,zhorpus,grimpus
2,5,40,0,4,zhorpus,grimpus
2,10,40,0,4,zhorpus,grimpus
2,20,40,0,4,zhorpus,grimpus
2,40,40,0,4,zhorpus,grimpus
3,5,40,0,4,zhorpus,grimpus
3,10,40,0,4,zhorpus,grimpus
3,20,40,0,4,zhorpus,grimpus
3,40,40,0,4,zhorpus,grimpus
4,5,40,0,4,zhorpus,grimpus
4,10,40,0,4,zhorpus,grimpus
4,20,40,0,4,zhorpus,grimpus
4,40,40,0,4,zhorpus,grimpus
5,5,40,0,4,zhorpus,grimpus
5,10,40,0,4,zhorpus,grimpus
5,20,40,0,4,zhorpus,grimpus
5,40,40,0,4,zhorpus,grimpus
0,0,41,1,4,zumpus,zumpus
1,5,41,1,4,zumpus,zumpus
1,10,41,1,4,zumpus,zumpus
1,20,41,1,4,zumpus,zumpus
1,40,41,1,4,zumpus,zumpus
2,5,41,1,4,zumpus,zumpus
2,10,41,1,4,zumpus,zumpus
2,20,41,1,4,zumpus,zumpus
2,40,41,1,4,zumpus,zumpus
3,5,41,1,4,zumpus,zumpus
3,10,41,1,4,zumpus,zumpus
3,20,41,1,4,zumpus,zumpus
3,40,41,1,4,zumpus,zumpus
4,5,41,1,4,zumpus,zumpus
4,10,41,1,4,zumpus,zumpus
4,20,41,1,4,zumpus,zumpus
4,40,41,1,4,zumpus,zumpus
5,5,41,1,4,zumpus,zumpus
5,10,41,1,4,zumpus,zumpus
5,20,41,1,4,zumpus,zumpus
5,40,41,1,4,zumpus,zumpus
0,0,42,1,3,grimpus,grimpus
1,5,42,1,3,grimpus,grimpus
1,10,42,1,3,grimpus,grimpus
1,20,42,1,3,grimpus,grimpus
1,40,42,1,3,grimpus,grimpus
2,5,42,1,3,grimpus,grimpus
2,10,42,1,3,grimpus,grimpus
2,20,42,1,3,grimpus,grimpus
2,40,42,1,3,grimpus,grimpus
3,5,42,1,3,grimpus,grimpus
3,10,42,1,3,grimpus,grimpus
3,20,42,1,3,grimpus,grimpus
3,40,42,1,3,grimpus,grimpus
4,5,42,1,3,grimpus,grimpus
4,10,42,1,3,grimpus,grimpus
4,20,42,1,3,grimpus,grimpus
4,40,42,1,3,grimpus,grimpus
5,5,42,1,3,grimpus,grimpus
5,10,42,1,3,grimpus,grimpus
5,20,42,1,3,grimpus,grimpus
5,40,42,1,3,grimpus,grimpus
0,0,43,1,4,yerpus,yerpus
1,5,43,1,4,yerpus,yerpus
1,10,43,1,4,yerpus,yerpus
1,20,43,1,4,yerpus,yerpus
1,40,43,1,4,yerpus,yerpus
2,5,43,1,4,yerpus,yerpus
2,10,43,1,4,yerpus,yerpus
2,20,43,1,4,yerpus,yerpus
2,40,43,1,4,yerpus,yerpus
3,5,43,1,4,yerpus,yerpus
3,10,43,1,4,yerpus,yerpus
3,20,43,1,4,yerpus,yerpus
3,40,43,1,4,yerpus,yerpus
4,5,43,1,4,yerpus,yerpus
4,10,43,1,4,yerpus,yerpus
4,20,43,1,4,yerpus,yerpus
4,40,43,1,4,yerpus,yerpus
5,5,43,1,4,yerpus,yerpus
5,10,43,1,4,yerpus,yerpus
5,20,43,1,4,yerpus,yerpus
5,40,43,1,4,yerpus,yerpus
0,0,44,1,4,gerpus,gerpus
1,5,44,1,4,gerpus,gerpus
1,10,44,1,4,gerpus,gerpus
1,20,44,1,4,gerpus,gerpus
1,40,44,1,4,gerpus,gerpus
2,5,44,1,4,gerpus,gerpus
2,10,44,1,4,gerpus,gerpus
2,20,44,1,4,gerpus,gerpus
2,40,44,1,4,gerpus,gerpus
3,5,44,1,4,gerpus,gerpus
3,10,44,1,4,gerpus,gerpus
3,20,44,1,4,gerpus,gerpus
3,40,44,1,4,gerpus,gerpus
4,5,44,1,4,gerpus,gerpus
4,10,44,1,4,gerpus,gerpus
4,20,44,1,4,gerpus,gerpus
4,40,44,1,4,gerpus,gerpus
5,5,44,1,4,gerpus,gerpus
5,10,44,1,4,gerpus,gerpus
5,20,44,1,4,gerpus,gerpus
5,40,44,1,4,gerpus,gerpus
0,0,45,0,4,rempus,lorpus
1,5,45,0,4,rempus,lorpus
1,10,45,0,4,rempus,lorpus
1,20,45,0,4,rempus,lorpus
1,40,45,0,4,rempus,lorpus
2,5,45,0,4,rempus,lorpus
2,10,45,0,4,rempus,lorpus
2,20,45,0,4,rempus,lorpus
2,40,45,0,4,rempus,lorpus
3,5,45,0,4,rempus,lorpus
3,10,45,0,4,rempus,lorpus
3,20,45,0,4,rempus,lorpus
3,40,45,0,4,rempus,lorpus
4,5,45,0,4,rempus,lorpus
4,10,45,0,4,rempus,lorpus
4,20,45,0,4,rempus,lorpus
4,40,45,0,4,rempus,lorpus
5,5,45,0,4,rempus,lorpus
5,10,45,0,4,rempus,lorpus
5,20,45,0,4,rempus,lorpus
5,40,45,0,4,rempus,lorpus
0,0,46,0,3,wumpus,chorpus
1,5,46,0,3,wumpus,chorpus
1,10,46,0,3,wumpus,chorpus
1,20,46,0,3,wumpus,chorpus
1,40,46,0,3,wumpus,chorpus
2,5,46,0,3,wumpus,chorpus
2,10,46,0,3,wumpus,chorpus
2,20,46,0,3,wumpus,chorpus
2,40,46,0,3,wumpus,chorpus
3,5,46,0,3,wumpus,chorpus
3,10,46,0,3,wumpus,chorpus
3,20,46,0,3,wumpus,chorpus
3,40,46,0,3,wumpus,chorpus
4,5,46,0,3,wumpus,chorpus
4,10,46,0,3,wumpus,chorpus
4,20,46,0,3,wumpus,chorpus
4,40,46,0,3,wumpus,chorpus
5,5,46,0,3,wumpus,chorpus
5,10,46,0,3,wumpus,chorpus
5,20,46,0,3,wumpus,chorpus
5,40,46,0,3,wumpus,chorpus
0,0,47,1,4,lorpus,lorpus
1,5,47,1,4,lorpus,lorpus
1,10,47,1,4,lorpus,lorpus
1,20,47,1,4,lorpus,lorpus
1,40,47,1,4,lorpus,lorpus
2,5,47,1,4,lorpus,lorpus
2,10,47,1,4,lorpus,lorpus
2,20,47,1,4,lorpus,lorpus
2,40,47,1,4,lorpus,lorpus
3,5,47,1,4,lorpus,lorpus
3,10,47,1,4,lorpus,lorpus
3,20,47,1,4,lorpus,lorpus
3,40,47,1,4,lorpus,lorpus
4,5,47,1,4,lorpus,lorpus
4,10,47,1,4,lorpus,lorpus
4,20,47,1,4,lorpus,lorpus
4,40,47,1,4,lorpus,lorpus
5,5,47,1,4,lorpus,lorpus
5,10,47,1,4,lorpus,lorpus
5,20,47,1,4,lorpus,lorpus
5,40,47,1,4,lorpus,lorpus
0,0,48,1,4,gerpus,gerpus
1,5,48,1,4,gerpus,gerpus
1,10,48,1,4,gerpus,gerpus
1,20,48,1,4,gerpus,gerpus
1,40,48,1,4,gerpus,gerpus
2,5,48,1,4,gerpus,gerpus
2,10,48,1,4,gerpus,gerpus
2,20,48,1,4,gerpus,gerpus
2,40,48,1,4,gerpus,gerpus
3,5,48,1,4,gerpus,gerpus
3,10,48,1,4,gerpus,gerpus
3,20,48,1,4,gerpus,gerpus
3,40,48,1,4,gerpus,gerpus
4,5,48,1,4,gerpus,gerpus
4,10,48,1,4,gerpus,gerpus
4,20,48,1,4,gerpus,gerpus
4,40,48,1,4,gerpus,gerpus
5,5,48,1,4,gerpus,gerpus
5,10,48,1,4,gerpus,gerpus
5,20,48,1,4,gerpus,gerpus
5,40,48,1,4,gerpus,gerpus
0,0,49,0,4,jelpus,gerpus
1,5,49,0,4,jelpus,gerpus
1,10,49,0,4,jelpus,gerpus
1,20,49,0,4,jelpus,gerpus
1,40,49,0,4,jelpus,gerpus
2,5,49,0,4,jelpus,gerpus
2,10,49,0,4,jelpus,gerpus
2,20,49,0,4,jelpus,gerpus
2,40,49,0,4,jelpus,gerpus
3,5,49,0,4,jelpus,gerpus
3,10,49,0,4,jelpus,gerpus
3,20,49,0,4,jelpus,gerpus
3,40,49,0,4,jelpus,gerpus
4,5,49,0,4,jelpus,gerpus
4,10,49,0,4,jelpus,gerpus
4,20,49,0,4,jelpus,gerpus
4,40,49,0,4,jelpus,gerpus
5,5,49,0,4,jelpus,gerpus
5,10,49,0,4,jelpus,gerpus
5,20,49,0,4,jelpus,gerpus
5,40,49,0,4,jelpus,gerpus
0,0,50,1,4,gwompus,gwompus
1,5,50,1,4,gwompus,gwompus
1,10,50,1,4,gwompus,gwompus
1,20,50,1,4,gwompus,gwompus
1,40,50,1,4,gwompus,gwompus
2,5,50,1,4,gwompus,gwompus
2,10,50,1,4,gwompus,gwompus
2,20,50,1,4,gwompus,gwompus
2,40,50,1,4,gwompus,gwompus
3,5,50,1,4,gwompus,gwompus
3,10,50,1,4,gwompus,gwompus
3,20,50,1,4,gwompus,gwompus
3,40,50,1,4,gwompus,gwompus
4,5,50,1,4,gwompus,gwompus
4,10,50,1,4,gwompus,gwompus
4,20,50,1,4,gwompus,gwompus
4,40,50,1,4,gwompus,gwompus
5,5,50,1,4,gwompus,gwompus
5,10,50,1,4,gwompus,gwompus
5,20,50,1,4,gwompus,gwompus
5,40,50,1,4,gwompus,gwompus
0,0,51,0,4,fompus,impus
1,5,51,0,4,fompus,impus
1,10,51,0,4,fompus,impus
1,20,51,0,4,fompus,impus
1,40,51,0,4,fompus,impus
2,5,51,0,4,fompus,impus
2,10,51,0,4,fompus,impus
2,20,51,0,4,fompus,impus
2,40,51,0,4,fompus,impus
3,5,51,0,4,fompus,impus
3,10,51,0,4,fompus,impus
3,20,51,0,4,fompus,impus
3,40,51,0,4,fompus,impus
4,5,51,0,4,fompus,impus
4,10,51,0,4,fompus,impus
4,20,51,0,4,fompus,impus
4,40,51,0,4,fompus,impus
5,5,51,0,4,fompus,impus
5,10,51,0,4,fompus,impus
5,20,51,0,4,fompus,impus
5,40,51,0,4,fompus,impus
0,0,52,0,4,kerpus,brimpus
1,5,52,0,4,kerpus,brimpus
1,10,52,0,4,kerpus,brimpus
1,20,52,0,4,kerpus,brimpus
1,40,52,0,4,kerpus,brimpus
2,5,52,0,4,kerpus,brimpus
2,10,52,0,4,kerpus,brimpus
2,20,52,0,4,kerpus,brimpus
2,40,52,0,4,kerpus,brimpus
3,5,52,0,4,kerpus,brimpus
3,10,52,0,4,kerpus,brimpus
3,20,52,0,4,kerpus,brimpus
3,40,52,0,4,kerpus,brimpus
4,5,52,0,4,kerpus,brimpus
4,10,52,0,4,kerpus,brimpus
4,20,52,0,4,kerpus,brimpus
4,40,52,0,4,kerpus,brimpus
5,5,52,0,4,kerpus,brimpus
5,10,52,0,4,kerpus,brimpus
5,20,52,0,4,kerpus,brimpus
5,40,52,0,4,kerpus,brimpus
0,0,53,1,4,lempus,lempus
1,5,53,1,4,lempus,lempus
1,10,53,1,4,lempus,lempus
1,20,53,1,4,lempus,lempus
1,40,53,1,4,lempus,lempus
2,5,53,1,4,lempus,lempus
2,10,53,1,4,lempus,lempus
2,20,53,1,4,lempus,lempus
2,40,53,1,4,lempus,lempus
3,5,53,1,4,lempus,lempus
3,10,53,1,4,lempus,lempus
3,20,53,1,4,lempus,lempus
3,40,53,1,4,lempus,lempus
4,5,53,1,4,lempus,lempus
4,10,53,1,4,lempus,lempus
4,20,53,1,4,lempus,lempus
4,40,53,1,4,lempus,lempus
5,5,53,1,4,lempus,lempus
5,10,53,1,4,lempus,lempus
5,20,53,1,4,lempus,lempus
5,40,53,1,4,lempus,lempus
0,0,54,1,4,zhorpus,zhorpus
1,5,54,1,4,zhorpus,zhorpus
1,10,54,1,4,zhorpus,zhorpus
1,20,54,1,4,zhorpus,zhorpus
1,40,54,1,4,zhorpus,zhorpus
2,5,54,1,4,zhorpus,zhorpus
2,10,54,1,4,zhorpus,zhorpus
2,20,54,1,4,zhorpus,zhorpus
2,40,54,1,4,zhorpus,zhorpus
3,5,54,1,4,zhorpus,zhorpus
3,10,54,1,4,zhorpus,zhorpus
3,20,54,1,4,zhorpus,zhorpus
3,40,54,1,4,zhorpus,zhorpus
4,5,54,1,4,zhorpus,zhorpus
4,10,54,1,4,zhorpus,zhorpus
4,20,54,1,4,zhorpus,zhorpus
4,40,54,1,4,zhorpus,zhorpus
5,5,54,1,4,zhorpus,zhorpus
5,10,54,1,4,zhorpus,zhorpus
5,20,54,1,4,zhorpus,zhorpus
5,40,54,1,4,zhorpus,zhorpus
0,0,55,1,4,felpus,felpus
1,5,55,1,4,felpus,felpus
1,10,55,1,4,felpus,felpus
1,20,55,1,4,felpus,felpus
1,40,55,1,4,felpus,felpus
2,5,55,1,4,felpus,felpus
2,10,55,1,4,felpus,felpus
2,20,55,1,4,felpus,felpus
2,40,55,1,4,felpus,felpus
3,5,55,1,4,felpus,felpus
3,10,55,1,4,felpus,felpus
3,20,55,1,4,felpus,felpus
3,40,55,1,4,felpus,felpus
4,5,55,1,4,felpus,felpus
4,10,55,1,4,felpus,felpus
4,20,55,1,4,felpus,felpus
4,40,55,1,4,felpus,felpus
5,5,55,1,4,felpus,felpus
5,10,55,1,4,felpus,felpus
5,20,55,1,4,felpus,felpus
5,40,55,1,4,felpus,felpus
0,0,56,1,4,gorpus,gorpus
1,5,56,1,4,gorpus,gorpus
1,10,56,1,4,gorpus,gorpus
1,20,56,1,4,gorpus,gorpus
1,40,56,1,4,gorpus,gorpus
2,5,56,1,4,gorpus,gorpus
2,10,56,1,4,gorpus,gorpus
2,20,56,1,4,gorpus,gorpus
2,40,56,1,4,gorpus,gorpus
3,5,56,1,4,gorpus,gorpus
3,10,56,1,4,gorpus,gorpus
3,20,56,1,4,gorpus,gorpus
3,40,56,1,4,gorpus,gorpus
4,5,56,1,4,gorpus,gorpus
4,10,56,1,4,gorpus,gorpus
4,20,56,1,4,gorpus,gorpus
4,40,56,1,4,gorpus,gorpus
5,5,56,1,4,gorpus,gorpus
5,10,56,1,4,gorpus,gorpus
5,20,56,1,4,gorpus,gorpus
5,40,56,1,4,gorpus,gorpus
0,0,57,1,4,worpus,worpus
1,5,57,1,4,worpus,worpus
1,10,57,1,4,worpus,worpus
1,20,57,1,4,worpus,worpus
1,40,57,1,4,worpus,worpus
2,5,57,1,4,worpus,worpus
2,10,57,1,4,worpus,worpus
2,20,57,1,4,worpus,worpus
2,40,57,1,4,worpus,worpus
3,5,57,1,4,worpus,worpus
3,10,57,1,4,worpus,worpus
3,20,57,1,4,worpus,worpus
3,40,57,1,4,worpus,worpus
4,5,57,1,4,worpus,worpus
4,10,57,1,4,worpus,worpus
4,20,57,1,4,worpus,worpus
4,40,57,1,4,worpus,worpus
5,5,57,1,4,worpus,worpus
5,10,57,1,4,worpus,worpus
5,20,57,1,4,worpus,worpus
5,40,57,1,4,worpus,worpus
0,0,58,1,4,jompus,jompus
1,5,58,1,4,jompus,jompus
1,10,58,1,4,jompus,jompus
1,20,58,1,4,jompus,jompus
1,40,58,1,4,jompus,jompus
2,5,58,1,4,jompus,jompus
2,10,58,1,4,jompus,jompus
2,20,58,1,4,jompus,jompus
2,40,58,1,4,jompus,jompus
3,5,58,1,4,jompus,jompus
3,10,58,1,4,jompus,jompus
3,20,58,1,4,jompus,jompus
3,40,58,1,4,jompus,jompus
4,5,58,1,4,jompus,jompus
4,10,58,1,4,jompus,jompus
4,20,58,1,4,jompus,jompus
4,40,58,1,4,jompus,jompus
5,5,58,1,4,jompus,jompus
5,10,58,1,4,jompus,jompus
5,20,58,1,4,jompus,jompus
5,40,58,1,4,jompus,jompus
0,0,59,1,4,fompus,fompus
1,5,59,1,4,fompus,fompus
1,10,59,1,4,fompus,fompus
1,20,59,1,4,fompus,fompus
1,40,59,1,4,fompus,fompus
2,5,59,1,4,fompus,fompus
2,10,59,1,4,fompus,fompus
2,20,59,1,4,fompus,fompus
2,40,59,1,4,fompus,fompus
3,5,59,1,4,fompus,fompus
3,10,59,1,4,fompus,fompus
3,20,59,1,4,fompus,fompus
3,40,59,1,4,fompus,fompus
4,5,59,1,4,fompus,fompus
4,10,59,1,4,fompus,fompus
4,20,59,1,4,fompus,fompus
4,40,59,1,4,fompus,fompus
5,5,59,1,4,fompus,fompus
5,10,59,1,4,fompus,fompus
5,20,59,1,4,fompus,fompus
5,40,59,1,4,fompus,fompus
0,0,60,0,3,boompus,zumpus
1,5,60,0,3,boompus,zumpus
1,10,60,0,3,boompus,zumpus
1,20,60,0,3,boompus,zumpus
1,40,60,0,3,boompus,zumpus
2,5,60,0,3,boompus,zumpus
2,10,60,0,3,boompus,zumpus
2,20,60,0,3,boompus,zumpus
2,40,60,0,3,boompus,zumpus
3,5,60,0,3,boompus,zumpus
3,10,60,0,3,boompus,zumpus
3,20,60,0,3,boompus,zumpus
3,40,60,0,3,boompus,zumpus
4,5,60,0,3,boompus,zumpus
4,10,60,0,3,boompus,zumpus
4,20,60,0,3,boompus,zumpus
4,40,60,0,3,boompus,zumpus
5,5,60,0,3,boompus,zumpus
5,10,60,0,3,boompus,zumpus
5,20,60,0,3,boompus,zumpus
5,40,60,0,3,boompus,zumpus
0,0,61,1,6,kerpus,kerpus
1,5,61,1,6,kerpus,kerpus
1,10,61,1,6,kerpus,kerpus
1,20,61,1,6,kerpus,kerpus
1,40,61,1,6,kerpus,kerpus
2,5,61,1,6,kerpus,kerpus
2,10,61,1,6,kerpus,kerpus
2,20,61,1,6,kerpus,kerpus
2,40,61,1,6,kerpus,kerpus
3,5,61,1,6,kerpus,kerpus
3,10,61,1,6,kerpus,kerpus
3,20,61,1,6,kerpus,kerpus
3,40,61,1,6,kerpus,kerpus
4,5,61,1,6,kerpus,kerpus
4,10,61,1,6,kerpus,kerpus
4,20,61,1,6,kerpus,kerpus
4,40,61,1,6,kerpus,kerpus
5,5,61,1,6,kerpus,kerpus
5,10,61,1,6,kerpus,kerpus
5,20,61,1,6,kerpus,kerpus
5,40,61,1,6,kerpus,kerpus
0,0,62,0,3,gorpus,tumpus
1,5,62,0,3,gorpus,tumpus
1,10,62,0,3,gorpus,tumpus
1,20,62,0,3,gorpus,tumpus
1,40,62,0,3,gorpus,tumpus
2,5,62,0,3,gorpus,tumpus
2,10,62,0,3,gorpus,tumpus
2,20,62,0,3,gorpus,tumpus
2,40,62,0,3,gorpus,tumpus
3,5,62,0,3,gorpus,tumpus
3,10,62,0,3,gorpus,tumpus
3,20,62,0,3,gorpus,tumpus
3,40,62,0,3,gorpus,tumpus
4,5,62,0,3,gorpus,tumpus
4,10,62,0,3,gorpus,tumpus
4,20,62,0,3,gorpus,tumpus
4,40,62,0,3,gorpus,tumpus
5,5,62,0,3,gorpus,tumpus
5,10,62,0,3,gorpus,tumpus
5,20,62,0,3,gorpus,tumpus
5,40,62,0,3,gorpus,tumpus
0,0,63,1,4,felpus,felpus
1,5,63,1,4,felpus,felpus
1,10,63,1,4,felpus,felpus
1,20,63,1,4,felpus,felpus
1,40,63,1,4,felpus,felpus
2,5,63,1,4,felpus,felpus
2,10,63,1,4,felpus,felpus
2,20,63,1,4,felpus,felpus
2,40,63,1,4,felpus,felpus
3,5,63,1,4,felpus,felpus
3,10,63,1,4,felpus,felpus
3,20,63,1,4,felpus,felpus
3,40,63,1,4,felpus,felpus
4,5,63,1,4,felpus,felpus
4,10,63,1,4,felpus,felpus
4,20,63,1,4,felpus,felpus
4,40,63,1,4,felpus,felpus
5,5,63,1,4,felpus,felpus
5,10,63,1,4,felpus,felpus
5,20,63,1,4,felpus,felpus
5,40,63,1,4,felpus,felpus
0,0,64,1,3,rompus,rompus
1,5,64,1,3,rompus,rompus
1,10,64,1,3,rompus,rompus
1,20,64,1,3,rompus,rompus
1,40,64,1,3,rompus,rompus
2,5,64,1,3,rompus,rompus
2,10,64,1,3,rompus,rompus
2,20,64,1,3,rompus,rompus
2,40,64,1,3,rompus,rompus
3,5,64,1,3,rompus,rompus
3,10,64,1,3,rompus,rompus
3,20,64,1,3,rompus,rompus
3,40,64,1,3,rompus,rompus
4,5,64,1,3,rompus,rompus
4,10,64,1,3,rompus,rompus
4,20,64,1,3,rompus,rompus
4,40,64,1,3,rompus,rompus
5,5,64,1,3,rompus,rompus
5,10,64,1,3,rompus,rompus
5,20,64,1,3,rompus,rompus
5,40,64,1,3,rompus,rompus
0,0,65,1,3,zhorpus,zhorpus
1,5,65,1,3,zhorpus,zhorpus
1,10,65,1,3,zhorpus,zhorpus
1,20,65,1,3,zhorpus,zhorpus
1,40,65,1,3,zhorpus,zhorpus
2,5,65,1,3,zhorpus,zhorpus
2,10,65,1,3,zhorpus,zhorpus
2,20,65,1,3,zhorpus,zhorpus
2,40,65,1,3,zhorpus,zhorpus
3,5,65,1,3,zhorpus,zhorpus
3,10,65,1,3,zhorpus,zhorpus
3,20,65,1,3,zhorpus,zhorpus
3,40,65,1,3,zhorpus,zhorpus
4,5,65,1,3,zhorpus,zhorpus
4,10,65,1,3,zhorpus,zhorpus
4,20,65,1,3,zhorpus,zhorpus
4,40,65,1,3,zhorpus,zhorpus
5,5,65,1,3,zhorpus,zhorpus
5,10,65,1,3,zhorpus,zhorpus
5,20,65,1,3,zhorpus,zhorpus
5,40,65,1,3,zhorpus,zhorpus
0,0,66,1,3,lorpus,lorpus
1,5,66,1,3,lorpus,lorpus
1,10,66,1,3,lorpus,lorpus
1,20,66,1,3,lorpus,lorpus
1,40,66,1,3,lorpus,lorpus
2,5,66,1,3,lorpus,lorpus
2,10,66,1,3,lorpus,lorpus
2,20,66,1,3,lorpus,lorpus
2,40,66,1,3,lorpus,lorpus
3,5,66,1,3,lorpus,lorpus
3,10,66,1,3,lorpus,lorpus
3,20,66,1,3,lorpus,lorpus
3,40,66,1,3,lorpus,lorpus
4,5,66,1,3,lorpus,lorpus
4,10,66,1,3,lorpus,lorpus
4,20,66,1,3,lorpus,lorpus
4,40,66,1,3,lorpus,lorpus
5,5,66,1,3,lorpus,lorpus
5,10,66,1,3,lorpus,lorpus
5,20,66,1,3,lorpus,lorpus
5,40,66,1,3,lorpus,lorpus
0,0,67,1,3,boompus,boompus
1,5,67,1,3,boompus,boompus
1,10,67,1,3,boompus,boompus
1,20,67,1,3,boompus,boompus
1,40,67,1,3,boompus,boompus
2,5,67,1,3,boompus,boompus
2,10,67,1,3,boompus,boompus
2,20,67,1,3,boompus,boompus
2,40,67,1,3,boompus,boompus
3,5,67,1,3,boompus,boompus
3,10,67,1,3,boompus,boompus
3,20,67,1,3,boompus,boompus
3,40,67,1,3,boompus,boompus
4,5,67,1,3,boompus,boompus
4,10,67,1,3,boompus,boompus
4,20,67,1,3,boompus,boompus
4,40,67,1,3,boompus,boompus
5,5,67,1,3,boompus,boompus
5,10,67,1,3,boompus,boompus
5,20,67,1,3,boompus,boompus
5,40,67,1,3,boompus,boompus
0,0,68,1,3,scrompus,scrompus
1,5,68,1,3,scrompus,scrompus
1,10,68,1,3,scrompus,scrompus
1,20,68,1,3,scrompus,scrompus
1,40,68,1,3,scrompus,scrompus
2,5,68,1,3,scrompus,scrompus
2,10,68,1,3,scrompus,scrompus
2,20,68,1,3,scrompus,scrompus
2,40,68,1,3,scrompus,scrompus
3,5,68,1,3,scrompus,scrompus
3,10,68,1,3,scrompus,scrompus
3,20,68,1,3,scrompus,scrompus
3,40,68,1,3,scrompus,scrompus
4,5,68,1,3,scrompus,scrompus
4,10,68,1,3,scrompus,scrompus
4,20,68,1,3,scrompus,scrompus
4,40,68,1,3,scrompus,scrompus
5,5,68,1,3,scrompus,scrompus
5,10,68,1,3,scrompus,scrompus
5,20,68,1,3,scrompus,scrompus
5,40,68,1,3,scrompus,scrompus
0,0,69,0,3,rempus,zumpus
